t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
21mar2020,,.0891798,.0464512,.1319084,,.4681761,.3385289,.5978233
22mar2020,,.0713987,.0286701,.1141272,,.450395,.3207479,.5800422
28feb2020,,.5998579,.4702107,.7295051,,.5998579,.4702107,.7295051
29feb2020,,.4844211,.3547739,.6140683,,.4844211,.3547739,.6140683
01mar2020,,.4995688,.4489661,.5501715,,.46664,.3369928,.5962872
05mar2020,,.2772285,.2161355,.3383215,,.5064731,.3768259,.6361203
06mar2020,,.3706132,.3095203,.4317062,,.5998579,.4702107,.7295051
07mar2020,,.2551765,.1940835,.3162694,,.4844211,.3547739,.6140683
08mar2020,,.2373953,.1763024,.2984883,,.46664,.3369928,.5962872
09mar2020,,.2543104,.1932174,.3154034,,.483555,.3539079,.6132022
10mar2020,,.2374447,.1763518,.2985377,,.4666894,.3370422,.5963365
11mar2020,,.2138691,.1527762,.2749621,,.4431137,.3134665,.5727609
12mar2020,,.2772285,.2161355,.3383215,,.5064731,.3768259,.6361203
13mar2020,,.141247,0,.304948,,.5202433,.2359291,.8045575
14mar2020,,.1054247,.0626962,.1481533,,.4844211,.3547739,.6140683
15mar2020,,.0876436,.0449151,.1303722,,.46664,.3369928,.5962872
16mar2020,,.1045587,.0618301,.1472873,,.483555,.3539079,.6132022
17mar2020,,.087693,.0449645,.1304216,,.4666894,.3370422,.5963365
18mar2020,,.0641174,.0213888,.106846,,.4431137,.3134665,.5727609
19mar2020,,.1274768,.0847482,.1702053,,.5064731,.3768259,.6361203
20mar2020,,.2208615,.178133,.2635901,,.5998579,.4702107,.7295051
21mar2020,,.1054247,.0626962,.1481533,,.4844211,.3547739,.6140683
22mar2020,,.0876436,.0449151,.1303722,,.46664,.3369928,.5962872
07mar2020,,.2420752,.1809822,.3031682,,.4713198,.3416726,.600967
08mar2020,,.2242941,.1632011,.2853871,,.4535387,.3238915,.5831859
09mar2020,,.2412091,.1801162,.3023021,,.4704538,.3408066,.6001009
10mar2020,,.2243435,.1632505,.2854365,,.4535881,.3239409,.5832353
11mar2020,,.2007679,.1396749,.2618608,,.4300125,.3003653,.5596597
12mar2020,,.2641272,.2030343,.3252202,,.4933718,.3637246,.623019
13mar2020,,.1281457,0,.2918467,,.5071421,.2228279,.7914562
14mar2020,,.0923235,.0495949,.135052,,.4713198,.3416726,.600967
15mar2020,,.0745424,.0318138,.1172709,,.4535387,.3238915,.5831859
16mar2020,,.0914574,.0487289,.134186,,.4704538,.3408066,.6001009
17mar2020,,.0745917,.0318632,.1173203,,.4535881,.3239409,.5832353
18mar2020,,.0510161,.0082876,.0937447,,.4300125,.3003653,.5596597
19mar2020,,.1143755,.0716469,.1571041,,.4933718,.3637246,.623019
20mar2020,,.2077603,.1650317,.2504888,,.5867566,.4571094,.7164038
21mar2020,,.0923235,.0495949,.135052,,.4713198,.3416726,.600967
22mar2020,,.0745424,.0318138,.1172709,,.4535387,.3238915,.5831859
