"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"507","USA","IA","Iowa",0.000330887240653174,NA,"Rockwell",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"508","USA","IA","Iowa",0.00121752061069705,NA,"West Liberty",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"509","USA","IA","Iowa",0.000478933019953354,NA,"State Center",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"510","USA","IA","Iowa",0.000818683311695452,NA,"Onawa",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"511","USA","IA","Iowa",0.000551150473270515,NA,"Farley",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"512","USA","IA","Iowa",0.000320711144958483,NA,"Sloan",2020-03-15,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"513","USA","IA","Iowa",0.00168299492344129,NA,"Winterset",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"514","USA","IA","Iowa",0.000457596045109647,NA,"Granger",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"515","USA","ID","Idaho",0.00124395406428499,NA,"Aberdeen",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"516","USA","ID","Idaho",0.00274945744465042,NA,"American Falls",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"517","USA","ID","Idaho",0.00028834217284965,NA,"Idaho City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"518","USA","ID","Idaho",0.000329807308325816,NA,"Paris",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"519","USA","ID","Idaho",0.0098125648291445,NA,"Blackfoot",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"520","USA","ID","Idaho",0.00693743612774324,NA,"Hailey",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"521","USA","ID","Idaho",0.000195205099318568,NA,"Bliss",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"522","USA","ID","Idaho",0.245740254736275,NA,"Boise",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"523","USA","ID","Idaho",0.062228323621986,NA,"Idaho Falls",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"524","USA","ID","Idaho",0.00170644980613454,NA,"Bonners Ferry",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"525","USA","ID","Idaho",0.00279538805625479,NA,"Buhl",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"526","USA","ID","Idaho",0.000561374141831177,NA,"Arco",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"527","USA","ID","Idaho",0.0348689893096501,NA,"Caldwell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"528","USA","ID","Idaho",0.00025644591479106,NA,"Fairfield",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"529","USA","ID","Idaho",0.00020286020125263,NA,"Cambridge",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"530","USA","ID","Idaho",0.0103184394819537,NA,"Burley",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"531","USA","ID","Idaho",0.000156291664487089,NA,"Castleford",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"532","USA","ID","Idaho",0.000677476521164443,NA,"Challis",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"533","USA","ID","Idaho",0.000384030947025419,NA,"Dubois",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"534","USA","ID","Idaho",0.000588804923761564,NA,"Cottonwood",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"535","USA","ID","Idaho",0.0005518052644136,NA,"Council",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"536","USA","ID","Idaho",0.000243687411567625,NA,"Culdesac",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"537","USA","ID","Idaho",0.000217532479959581,NA,"Dietrich",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"538","USA","ID","Idaho",0.00610685756789756,NA,"Emmett",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"539","USA","ID","Idaho",0.00186274147062163,NA,"Filer",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"540","USA","ID","Idaho",0.000307479927684804,NA,"Firth",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"541","USA","ID","Idaho",0.00333890029357316,NA,"Fruitland",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"542","USA","ID","Idaho",0.000220084180604268,NA,"Garden Valley",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"543","USA","ID","Idaho",0.000617511556014295,NA,"Genesee",2020-03-02,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"544","USA","ID","Idaho",0.00081526835597755,NA,"Glenns Ferry",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"545","USA","ID","Idaho",0.00230035813118548,NA,"Gooding",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"546","USA","ID","Idaho",0.00058752907343922,NA,"Grace",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"547","USA","ID","Idaho",0.000556270740541803,NA,"Hagerman",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"548","USA","ID","Idaho",0.000815906281138722,NA,"Hansen",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"549","USA","ID","Idaho",0.00174791494161071,NA,"Homedale",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"550","USA","ID","Idaho",0.000456754415399003,NA,"Horseshoe Bend",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"551","USA","ID","Idaho",0.00230035813118548,NA,"Gooding",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"552","USA","ID","Idaho",0.062228323621986,NA,"Idaho Falls",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"553","USA","ID","Idaho",0.00573303342345089,NA,"Rigby",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"554","USA","ID","Idaho",0.00742417302571731,NA,"Jerome",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"555","USA","ID","Idaho",0.0637453096552525,NA,"Meridian",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"556","USA","ID","Idaho",0.000822923457911612,NA,"Kamiah",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"557","USA","ID","Idaho",0.00193482701383405,NA,"Kellogg",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"558","USA","ID","Idaho",0.00019584302447974,NA,"Kendrick",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"559","USA","ID","Idaho",0.00246111527180077,NA,"Kimberly",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"560","USA","ID","Idaho",0.000138429759974279,NA,"Harrison",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"561","USA","ID","Idaho",0.0122673008493336,NA,"Kuna",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"562","USA","ID","Idaho",0.000706183153417174,NA,"Ponderay",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"563","USA","ID","Idaho",0.00506002237841465,NA,"Rathdrum",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"564","USA","ID","Idaho",0.000728510534058186,NA,"Lapwai",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"565","USA","ID","Idaho",0.0340881689123759,NA,"Lewiston",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"566","USA","ID","Idaho",0.000310669553490663,NA,"Mackay",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"567","USA","ID","Idaho",0.0190478073874285,NA,"Rexburg",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"568","USA","ID","Idaho",0.00023156683350536,NA,"Arimo",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"569","USA","ID","Idaho",0.000828026859200986,NA,"Marsing",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"570","USA","ID","Idaho",0.000327255607681129,NA,"New Meadows",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"571","USA","ID","Idaho",0.000340014110904565,NA,"Melba",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"572","USA","ID","Idaho",0.00474552527395696,NA,"Middleton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"573","USA","ID","Idaho",0.000100154250303971,NA,"Midvale",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"574","USA","ID","Idaho",0.00423773684566421,NA,"Rupert",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"575","USA","ID","Idaho",0.0163174876976133,NA,"Moscow",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"576","USA","ID","Idaho",0.0105589372677155,NA,"Mountain Home",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"577","USA","ID","Idaho",0.00202477446155927,NA,"Grangeville",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"578","USA","ID","Idaho",0.00043059948379096,NA,"Mullan",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"579","USA","ID","Idaho",0.000102068025787487,NA,"Murtaugh",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"580","USA","ID","Idaho",0.110911582296811,NA,"Nampa",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"581","USA","ID","Idaho",0.000966456619175265,NA,"New Plymouth",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"582","USA","ID","Idaho",0.000303652376717773,NA,"Nezperce",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"583","USA","ID","Idaho",0.000243049486406453,NA,"Bancroft",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"584","USA","ID","Idaho",0.000396151525087683,NA,"Notus",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"585","USA","ID","Idaho",0.00223465183958479,NA,"Orofino",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"586","USA","ID","Idaho",0.00134219453910545,NA,"Parma",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"587","USA","ID","Idaho",0.0047423356481511,NA,"Payette",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"588","USA","ID","Idaho",0.000653235365039915,NA,"Plummer",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"589","USA","ID","Idaho",0.0453054449464207,NA,"Pocatello",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"590","USA","ID","Idaho",0.021236528615409,NA,"Post Falls",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"591","USA","ID","Idaho",0.000521184856677354,NA,"Potlatch",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"592","USA","ID","Idaho",0.00285599094656611,NA,"Preston",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"593","USA","ID","Idaho",0.000310031628329491,NA,"Richfield",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"594","USA","ID","Idaho",0.000414013429600493,NA,"Ririe",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"595","USA","ID","Idaho",0.000180532820611617,NA,"Rockland",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"596","USA","ID","Idaho",0.00196417157124795,NA,"Salmon",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"597","USA","ID","Idaho",0.00026346309156395,NA,"Riggins",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"598","USA","ID","Idaho",0.00300079995815211,NA,"Shelley",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
