reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
01,2020-03-31,0,,37.00,,,,16.00,21.00,,,,,,,,
01,2020-03-31,A,,1.00,,,,,,,,,,,,,
01,2020-03-31,B,,17.00,,,,,,,,,,,,,
01,2020-03-31,C,,12.00,,,,,,,,,,,,,
01,2020-03-31,D,,3.00,,,,,,,,,,,,,
01,2020-03-31,E,,4.00,,,,,,,,,,,,,
02,2020-03-31,0,,,,,,,,,,2.00,118.00,,2.00,43.00,75.00
02,2020-03-31,A,,,,,,,,,,,12.00,,,,
02,2020-03-31,B,,,,,,,,,,,29.00,,,,
02,2020-03-31,C,,,,,,,,,,2.00,37.00,,,,
02,2020-03-31,D,,,,,,,,,,,10.00,,,,
02,2020-03-31,E,,,,,,,,,,,30.00,,,,
03,2020-03-31,0,,140.00,,,,71.00,69.00,,,,,,,,
03,2020-03-31,A,,28.00,,,,,,,,,,,,,
03,2020-03-31,B,,73.00,,,,,,,,,,,,,
03,2020-03-31,C,,24.00,,,,,,,,,,,,,
03,2020-03-31,D,,7.00,,,,,,,,,,,,,
03,2020-03-31,E,,8.00,,,,,,,,,,,,,
04,2020-03-31,0,11.00,253.00,9.00,4.00,7.00,140.00,113.00,3.00,6.00,,,,,,
04,2020-03-31,A,,45.00,,,,,,,,,,,,,
04,2020-03-31,B,4.00,101.00,3.00,,,,,,,,,,,,
04,2020-03-31,C,3.00,59.00,2.00,,,,,,,,,,,,
04,2020-03-31,D,1.00,24.00,1.00,,,,,,,,,,,,
04,2020-03-31,E,3.00,24.00,3.00,,,,,,,,,,,,
06,2020-03-31,0,17.00,86.00,,10.00,7.00,44.00,42.00,,,,,,,,
06,2020-03-31,A,1.00,26.00,,,,,,,,,,,,,
06,2020-03-31,B,12.00,41.00,,,,,,,,,,,,,
06,2020-03-31,C,3.00,11.00,,,,,,,,,,,,,
06,2020-03-31,D,1.00,4.00,,,,,,,,,,,,,
06,2020-03-31,E,,4.00,,,,,,,,,,,,,
07,2020-03-31,0,,8.00,,,,6.00,2.00,,,,,,,,
07,2020-03-31,A,,1.00,,,,,,,,,,,,,
07,2020-03-31,B,,2.00,,,,,,,,,,,,,
07,2020-03-31,C,,3.00,,,,,,,,,,,,,
07,2020-03-31,D,,1.00,,,,,,,,,,,,,
07,2020-03-31,E,,1.00,,,,,,,,,,,,,
08,2020-03-31,0,,10.00,,,,3.00,7.00,,,,,,,,
08,2020-03-31,A,,1.00,,,,,,,,,,,,,
08,2020-03-31,B,,2.00,,,,,,,,,,,,,
08,2020-03-31,C,,3.00,,,,,,,,,,,,,
08,2020-03-31,D,,3.00,,,,,,,,,,,,,
08,2020-03-31,E,,1.00,,,,,,,,,,,,,
11,2020-03-31,0,1578.00,4652.00,592.00,794.00,783.00,2455.00,2196.00,366.00,226.00,318.00,1187.00,124.00,193.00,449.00,736.00
11,2020-03-31,A,12.00,491.00,4.00,,,,,,,8.00,127.00,,,,
11,2020-03-31,B,561.00,1771.00,76.00,,,,,,,144.00,460.00,,,,
11,2020-03-31,C,619.00,1375.00,231.00,,,,,,,111.00,316.00,,,,
11,2020-03-31,D,180.00,453.00,121.00,,,,,,,23.00,118.00,,,,
11,2020-03-31,E,206.00,562.00,160.00,,,,,,,28.00,159.00,,,,
24,2020-03-31,0,110.00,830.00,43.00,59.00,51.00,430.00,400.00,30.00,13.00,8.00,160.00,5.00,3.00,67.00,93.00
24,2020-03-31,A,,93.00,,,,,,,,,22.00,,,,
24,2020-03-31,B,24.00,275.00,3.00,,,,,,,6.00,76.00,,,,
24,2020-03-31,C,38.00,193.00,13.00,,,,,,,,35.00,,,,
24,2020-03-31,D,20.00,105.00,12.00,,,,,,,1.00,4.00,,,,
24,2020-03-31,E,28.00,164.00,15.00,,,,,,,,21.00,,,,
27,2020-03-31,0,296.00,1207.00,118.00,121.00,175.00,612.00,595.00,60.00,58.00,51.00,180.00,22.00,29.00,79.00,101.00
27,2020-03-31,A,7.00,110.00,4.00,,,,,,,2.00,27.00,,,,
27,2020-03-31,B,95.00,402.00,9.00,,,,,,,28.00,90.00,,,,
27,2020-03-31,C,104.00,311.00,37.00,,,,,,,14.00,38.00,,,,
27,2020-03-31,D,37.00,134.00,28.00,,,,,,,1.00,9.00,,,,
27,2020-03-31,E,53.00,250.00,40.00,,,,,,,6.00,15.00,,,,
28,2020-03-31,0,113.00,1125.00,46.00,37.00,76.00,559.00,566.00,21.00,25.00,50.00,253.00,27.00,23.00,130.00,123.00
28,2020-03-31,A,1.00,145.00,,,,,,,,4.00,38.00,,,,
28,2020-03-31,B,49.00,404.00,13.00,,,,,,,30.00,121.00,,,,
28,2020-03-31,C,30.00,273.00,11.00,,,,,,,14.00,56.00,,,,
28,2020-03-31,D,13.00,109.00,6.00,,,,,,,1.00,11.00,,,,
28,2020-03-31,E,20.00,194.00,16.00,,,,,,,1.00,27.00,,,,
32,2020-03-31,0,324.00,1788.00,114.00,136.00,188.00,868.00,920.00,57.00,57.00,108.00,517.00,52.00,56.00,229.00,287.00
32,2020-03-31,A,10.00,219.00,,,,,,,,11.00,94.00,,,,
32,2020-03-31,B,103.00,651.00,15.00,,,,,,,65.00,256.00,,,,
32,2020-03-31,C,117.00,435.00,37.00,,,,,,,22.00,100.00,,,,
32,2020-03-31,D,40.00,198.00,25.00,,,,,,,6.00,23.00,,,,
32,2020-03-31,E,54.00,285.00,37.00,,,,,,,3.00,41.00,,,,
44,2020-03-31,0,480.00,1894.00,263.00,227.00,253.00,913.00,981.00,159.00,104.00,174.00,568.00,67.00,107.00,231.00,336.00
44,2020-03-31,A,3.00,208.00,2.00,,,,,,,6.00,65.00,,,,
44,2020-03-31,B,130.00,621.00,21.00,,,,,,,85.00,258.00,,,,
44,2020-03-31,C,156.00,472.00,79.00,,,,,,,53.00,138.00,,,,
44,2020-03-31,D,74.00,216.00,64.00,,,,,,,15.00,38.00,,,,
44,2020-03-31,E,117.00,377.00,97.00,,,,,,,14.00,68.00,,,,
52,2020-03-31,0,156.00,987.00,77.00,72.00,84.00,499.00,486.00,38.00,39.00,56.00,322.00,25.00,31.00,132.00,190.00
52,2020-03-31,A,1.00,117.00,1.00,,,,,,,4.00,48.00,,,,
52,2020-03-31,B,60.00,308.00,9.00,,,,,,,39.00,146.00,,,,
52,2020-03-31,C,35.00,243.00,17.00,,,,,,,9.00,60.00,,,,
52,2020-03-31,D,28.00,128.00,20.00,,,,,,,2.00,28.00,,,,
52,2020-03-31,E,32.00,191.00,30.00,,,,,,,2.00,40.00,,,,
53,2020-03-31,0,125.00,1047.00,40.00,47.00,78.00,502.00,545.00,20.00,20.00,30.00,229.00,16.00,14.00,98.00,131.00
53,2020-03-31,A,,138.00,,,,,,,,,41.00,,,,
53,2020-03-31,B,55.00,341.00,10.00,,,,,,,19.00,96.00,,,,
53,2020-03-31,C,43.00,234.00,11.00,,,,,,,6.00,45.00,,,,
53,2020-03-31,D,9.00,123.00,4.00,,,,,,,,17.00,,,,
53,2020-03-31,E,18.00,211.00,15.00,,,,,,,5.00,30.00,,,,
75,2020-03-31,0,252.00,1967.00,127.00,115.00,137.00,1013.00,954.00,65.00,62.00,158.00,860.00,61.00,97.00,368.00,492.00
75,2020-03-31,A,5.00,203.00,2.00,,,,,,,17.00,137.00,,,,
75,2020-03-31,B,99.00,655.00,29.00,,,,,,,93.00,386.00,,,,
75,2020-03-31,C,67.00,422.00,31.00,,,,,,,27.00,183.00,,,,
75,2020-03-31,D,26.00,238.00,19.00,,,,,,,11.00,59.00,,,,
75,2020-03-31,E,55.00,449.00,46.00,,,,,,,10.00,95.00,,,,
76,2020-03-31,0,224.00,1996.00,113.00,94.00,130.00,984.00,1012.00,55.00,58.00,65.00,278.00,27.00,38.00,124.00,154.00
76,2020-03-31,A,8.00,198.00,2.00,,,,,,,6.00,43.00,,,,
76,2020-03-31,B,82.00,713.00,27.00,,,,,,,39.00,130.00,,,,
76,2020-03-31,C,67.00,500.00,29.00,,,,,,,9.00,50.00,,,,
76,2020-03-31,D,32.00,221.00,25.00,,,,,,,4.00,22.00,,,,
76,2020-03-31,E,35.00,364.00,30.00,,,,,,,7.00,33.00,,,,
84,2020-03-31,0,546.00,2560.00,230.00,244.00,302.00,1283.00,1277.00,129.00,101.00,187.00,722.00,93.00,94.00,330.00,391.00
84,2020-03-31,A,6.00,319.00,,,,,,,,18.00,94.00,,,,
84,2020-03-31,B,209.00,903.00,35.00,,,,,,,86.00,285.00,,,,
84,2020-03-31,C,154.00,589.00,55.00,,,,,,,43.00,172.00,,,,
84,2020-03-31,D,61.00,276.00,44.00,,,,,,,14.00,49.00,,,,
84,2020-03-31,E,116.00,473.00,96.00,,,,,,,26.00,122.00,,,,
93,2020-03-31,0,278.00,2155.00,136.00,116.00,162.00,1038.00,1115.00,68.00,68.00,110.00,647.00,47.00,63.00,257.00,390.00
93,2020-03-31,A,1.00,244.00,,,,,,,,5.00,84.00,,,,
93,2020-03-31,B,81.00,739.00,13.00,,,,,,,68.00,270.00,,,,
93,2020-03-31,C,98.00,564.00,45.00,,,,,,,25.00,128.00,,,,
93,2020-03-31,D,37.00,212.00,27.00,,,,,,,7.00,55.00,,,,
93,2020-03-31,E,61.00,396.00,51.00,,,,,,,5.00,109.00,,,,
94,2020-03-31,0,42.00,132.00,40.00,17.00,25.00,70.00,62.00,15.00,25.00,14.00,23.00,3.00,11.00,7.00,16.00
94,2020-03-31,A,3.00,8.00,2.00,,,,,,,2.00,2.00,,,,
94,2020-03-31,B,18.00,52.00,17.00,,,,,,,8.00,15.00,,,,
94,2020-03-31,C,14.00,41.00,14.00,,,,,,,3.00,5.00,,,,
94,2020-03-31,D,,10.00,,,,,,,,1.00,1.00,,,,
94,2020-03-31,E,7.00,21.00,7.00,,,,,,,,,,,,
01,2020-04-01,0,4.00,44.00,3.00,3.00,1.00,23.00,21.00,2.00,1.00,,,,,,
01,2020-04-01,A,,6.00,,,,,,,,,,,,,
01,2020-04-01,B,2.00,15.00,1.00,,,,,,,,,,,,
01,2020-04-01,C,2.00,8.00,2.00,,,,,,,,,,,,
01,2020-04-01,D,,4.00,,,,,,,,,,,,,
01,2020-04-01,E,,11.00,,,,,,,,,,,,,
02,2020-04-01,0,,,,,,,,,,9.00,106.00,4.00,5.00,43.00,63.00
02,2020-04-01,A,,,,,,,,,,1.00,17.00,,,,
02,2020-04-01,B,,,,,,,,,,4.00,22.00,,,,
02,2020-04-01,C,,,,,,,,,,3.00,22.00,,,,
02,2020-04-01,D,,,,,,,,,,1.00,13.00,,,,
02,2020-04-01,E,,,,,,,,,,,32.00,,,,
03,2020-04-01,0,,155.00,,,,94.00,61.00,,,,,,,,
03,2020-04-01,A,,30.00,,,,,,,,,,,,,
03,2020-04-01,B,,77.00,,,,,,,,,,,,,
03,2020-04-01,C,,33.00,,,,,,,,,,,,,
03,2020-04-01,D,,11.00,,,,,,,,,,,,,
03,2020-04-01,E,,4.00,,,,,,,,,,,,,
04,2020-04-01,0,6.00,230.00,5.00,4.00,2.00,125.00,105.00,4.00,1.00,,,,,,
04,2020-04-01,A,,22.00,,,,,,,,,,,,,
04,2020-04-01,B,1.00,98.00,1.00,,,,,,,,,,,,
04,2020-04-01,C,1.00,57.00,1.00,,,,,,,,,,,,
04,2020-04-01,D,1.00,23.00,1.00,,,,,,,,,,,,
04,2020-04-01,E,3.00,30.00,2.00,,,,,,,,,,,,
06,2020-04-01,0,3.00,85.00,2.00,2.00,1.00,57.00,28.00,1.00,1.00,,,,,,
06,2020-04-01,A,,26.00,,,,,,,,,,,,,
06,2020-04-01,B,2.00,36.00,1.00,,,,,,,,,,,,
06,2020-04-01,C,,15.00,,,,,,,,,,,,,
06,2020-04-01,D,1.00,7.00,1.00,,,,,,,,,,,,
06,2020-04-01,E,,1.00,,,,,,,,,,,,,
07,2020-04-01,0,,14.00,,,,8.00,6.00,,,,,,,,
07,2020-04-01,A,,2.00,,,,,,,,,,,,,
07,2020-04-01,B,,7.00,,,,,,,,,,,,,
07,2020-04-01,C,,3.00,,,,,,,,,,,,,
07,2020-04-01,D,,,,,,,,,,,,,,,
07,2020-04-01,E,,2.00,,,,,,,,,,,,,
08,2020-04-01,0,3.00,18.00,3.00,2.00,1.00,9.00,9.00,2.00,1.00,,,,,,
08,2020-04-01,A,,3.00,,,,,,,,,,,,,
08,2020-04-01,B,1.00,6.00,1.00,,,,,,,,,,,,
08,2020-04-01,C,2.00,5.00,2.00,,,,,,,,,,,,
08,2020-04-01,D,,2.00,,,,,,,,,,,,,
08,2020-04-01,E,,2.00,,,,,,,,,,,,,
11,2020-04-01,0,1337.00,4251.00,494.00,674.00,663.00,2217.00,2033.00,291.00,203.00,342.00,1242.00,145.00,197.00,537.00,705.00
11,2020-04-01,A,16.00,478.00,4.00,,,,,,,20.00,155.00,,,,
11,2020-04-01,B,498.00,1651.00,60.00,,,,,,,145.00,483.00,,,,
11,2020-04-01,C,482.00,1205.00,188.00,,,,,,,115.00,314.00,,,,
11,2020-04-01,D,166.00,382.00,105.00,,,,,,,30.00,106.00,,,,
11,2020-04-01,E,175.00,535.00,137.00,,,,,,,31.00,180.00,,,,
24,2020-04-01,0,115.00,822.00,36.00,44.00,71.00,373.00,449.00,19.00,17.00,30.00,187.00,13.00,17.00,85.00,102.00
24,2020-04-01,A,,101.00,,,,,,,,3.00,15.00,,,,
24,2020-04-01,B,42.00,281.00,6.00,,,,,,,17.00,103.00,,,,
24,2020-04-01,C,34.00,179.00,10.00,,,,,,,8.00,38.00,,,,
24,2020-04-01,D,17.00,90.00,6.00,,,,,,,1.00,13.00,,,,
24,2020-04-01,E,22.00,171.00,14.00,,,,,,,,16.00,,,,
27,2020-04-01,0,219.00,1033.00,93.00,86.00,133.00,499.00,534.00,49.00,44.00,28.00,149.00,10.00,18.00,76.00,73.00
27,2020-04-01,A,4.00,97.00,1.00,,,,,,,3.00,30.00,,,,
27,2020-04-01,B,72.00,345.00,12.00,,,,,,,17.00,59.00,,,,
27,2020-04-01,C,59.00,264.00,17.00,,,,,,,6.00,29.00,,,,
27,2020-04-01,D,31.00,102.00,18.00,,,,,,,2.00,13.00,,,,
27,2020-04-01,E,53.00,225.00,45.00,,,,,,,,18.00,,,,
28,2020-04-01,0,116.00,1137.00,43.00,46.00,70.00,554.00,583.00,20.00,23.00,60.00,268.00,24.00,36.00,118.00,150.00
28,2020-04-01,A,4.00,170.00,,,,,,,,4.00,46.00,,,,
28,2020-04-01,B,50.00,403.00,10.00,,,,,,,41.00,133.00,,,,
28,2020-04-01,C,35.00,262.00,17.00,,,,,,,14.00,52.00,,,,
28,2020-04-01,D,12.00,111.00,7.00,,,,,,,,12.00,,,,
28,2020-04-01,E,14.00,190.00,9.00,,,,,,,1.00,25.00,,,,
32,2020-04-01,0,277.00,1759.00,91.00,134.00,143.00,880.00,879.00,54.00,37.00,91.00,504.00,37.00,54.00,232.00,272.00
32,2020-04-01,A,10.00,255.00,4.00,,,,,,,9.00,97.00,,,,
32,2020-04-01,B,108.00,625.00,15.00,,,,,,,52.00,256.00,,,,
32,2020-04-01,C,74.00,407.00,23.00,,,,,,,23.00,99.00,,,,
32,2020-04-01,D,35.00,196.00,19.00,,,,,,,3.00,23.00,,,,
32,2020-04-01,E,50.00,276.00,30.00,,,,,,,4.00,26.00,,,,
44,2020-04-01,0,393.00,1789.00,220.00,172.00,221.00,881.00,908.00,113.00,107.00,133.00,539.00,61.00,72.00,233.00,306.00
44,2020-04-01,A,4.00,220.00,1.00,,,,,,,7.00,68.00,,,,
44,2020-04-01,B,91.00,540.00,16.00,,,,,,,59.00,238.00,,,,
44,2020-04-01,C,132.00,457.00,68.00,,,,,,,43.00,122.00,,,,
44,2020-04-01,D,66.00,227.00,51.00,,,,,,,13.00,51.00,,,,
44,2020-04-01,E,100.00,345.00,84.00,,,,,,,10.00,58.00,,,,
52,2020-04-01,0,193.00,1061.00,90.00,80.00,113.00,540.00,521.00,45.00,45.00,63.00,318.00,32.00,31.00,143.00,175.00
52,2020-04-01,A,3.00,142.00,,,,,,,,10.00,51.00,,,,
52,2020-04-01,B,61.00,354.00,14.00,,,,,,,24.00,128.00,,,,
52,2020-04-01,C,68.00,232.00,29.00,,,,,,,16.00,63.00,,,,
52,2020-04-01,D,27.00,123.00,17.00,,,,,,,4.00,24.00,,,,
52,2020-04-01,E,34.00,210.00,30.00,,,,,,,9.00,52.00,,,,
53,2020-04-01,0,105.00,1044.00,41.00,32.00,73.00,480.00,564.00,17.00,24.00,19.00,234.00,8.00,11.00,111.00,123.00
53,2020-04-01,A,3.00,139.00,,,,,,,,,29.00,,,,
53,2020-04-01,B,49.00,355.00,16.00,,,,,,,12.00,117.00,,,,
53,2020-04-01,C,26.00,231.00,8.00,,,,,,,1.00,38.00,,,,
53,2020-04-01,D,13.00,110.00,7.00,,,,,,,3.00,17.00,,,,
53,2020-04-01,E,14.00,209.00,10.00,,,,,,,3.00,33.00,,,,
75,2020-04-01,0,250.00,1970.00,128.00,98.00,151.00,1021.00,948.00,58.00,69.00,149.00,848.00,52.00,97.00,357.00,491.00
75,2020-04-01,A,3.00,246.00,3.00,,,,,,,18.00,140.00,,,,
75,2020-04-01,B,84.00,640.00,25.00,,,,,,,84.00,382.00,,,,
75,2020-04-01,C,70.00,440.00,24.00,,,,,,,33.00,171.00,,,,
75,2020-04-01,D,27.00,212.00,19.00,,,,,,,8.00,57.00,,,,
75,2020-04-01,E,66.00,432.00,57.00,,,,,,,6.00,98.00,,,,
76,2020-04-01,0,227.00,1758.00,103.00,89.00,138.00,855.00,903.00,49.00,54.00,61.00,295.00,28.00,33.00,125.00,170.00
76,2020-04-01,A,8.00,206.00,4.00,,,,,,,3.00,42.00,,,,
76,2020-04-01,B,84.00,642.00,19.00,,,,,,,37.00,152.00,,,,
76,2020-04-01,C,73.00,412.00,26.00,,,,,,,16.00,57.00,,,,
76,2020-04-01,D,18.00,157.00,16.00,,,,,,,4.00,21.00,,,,
76,2020-04-01,E,44.00,340.00,38.00,,,,,,,1.00,23.00,,,,
84,2020-04-01,0,406.00,2382.00,155.00,180.00,226.00,1173.00,1209.00,77.00,78.00,121.00,672.00,40.00,80.00,278.00,393.00
84,2020-04-01,A,4.00,325.00,1.00,,,,,,,5.00,65.00,,,,
84,2020-04-01,B,156.00,874.00,16.00,,,,,,,64.00,300.00,,,,
84,2020-04-01,C,116.00,530.00,40.00,,,,,,,34.00,147.00,,,,
84,2020-04-01,D,49.00,218.00,33.00,,,,,,,5.00,56.00,,,,
84,2020-04-01,E,81.00,435.00,65.00,,,,,,,13.00,104.00,,,,
93,2020-04-01,0,280.00,2076.00,139.00,139.00,141.00,1087.00,989.00,82.00,57.00,107.00,687.00,27.00,80.00,241.00,446.00
93,2020-04-01,A,5.00,246.00,2.00,,,,,,,7.00,105.00,,,,
93,2020-04-01,B,93.00,745.00,22.00,,,,,,,59.00,254.00,,,,
93,2020-04-01,C,90.00,496.00,43.00,,,,,,,29.00,145.00,,,,
93,2020-04-01,D,40.00,213.00,26.00,,,,,,,5.00,63.00,,,,
93,2020-04-01,E,52.00,376.00,46.00,,,,,,,6.00,119.00,,,,
94,2020-04-01,0,51.00,148.00,47.00,16.00,35.00,63.00,85.00,14.00,33.00,10.00,30.00,5.00,5.00,9.00,21.00
94,2020-04-01,A,1.00,5.00,1.00,,,,,,,1.00,4.00,,,,
94,2020-04-01,B,18.00,50.00,15.00,,,,,,,5.00,14.00,,,,
94,2020-04-01,C,21.00,45.00,20.00,,,,,,,2.00,7.00,,,,
94,2020-04-01,D,4.00,21.00,4.00,,,,,,,1.00,1.00,,,,
94,2020-04-01,E,7.00,27.00,7.00,,,,,,,1.00,4.00,,,,
01,2020-04-02,0,,32.00,,,,17.00,15.00,,,,,,,,
01,2020-04-02,A,,1.00,,,,,,,,,,,,,
01,2020-04-02,B,,16.00,,,,,,,,,,,,,
01,2020-04-02,C,,8.00,,,,,,,,,,,,,
01,2020-04-02,D,,2.00,,,,,,,,,,,,,
01,2020-04-02,E,,5.00,,,,,,,,,,,,,
02,2020-04-02,0,,,,,,,,,,,84.00,,,35.00,49.00
02,2020-04-02,A,,,,,,,,,,,12.00,,,,
02,2020-04-02,B,,,,,,,,,,,23.00,,,,
02,2020-04-02,C,,,,,,,,,,,22.00,,,,
02,2020-04-02,D,,,,,,,,,,,7.00,,,,
02,2020-04-02,E,,,,,,,,,,,20.00,,,,
03,2020-04-02,0,,126.00,,,,69.00,57.00,,,,,,,,
03,2020-04-02,A,,25.00,,,,,,,,,,,,,
03,2020-04-02,B,,56.00,,,,,,,,,,,,,
03,2020-04-02,C,,33.00,,,,,,,,,,,,,
03,2020-04-02,D,,6.00,,,,,,,,,,,,,
03,2020-04-02,E,,6.00,,,,,,,,,,,,,
04,2020-04-02,0,5.00,263.00,2.00,3.00,2.00,126.00,137.00,1.00,1.00,,,,,,
04,2020-04-02,A,,32.00,,,,,,,,,,,,,
04,2020-04-02,B,2.00,105.00,,,,,,,,,,,,,
04,2020-04-02,C,1.00,69.00,,,,,,,,,,,,,
04,2020-04-02,D,,25.00,,,,,,,,,,,,,
04,2020-04-02,E,2.00,32.00,2.00,,,,,,,,,,,,
06,2020-04-02,0,7.00,76.00,4.00,3.00,4.00,42.00,34.00,2.00,2.00,,,,,,
06,2020-04-02,A,1.00,23.00,,,,,,,,,,,,,
06,2020-04-02,B,2.00,32.00,1.00,,,,,,,,,,,,
06,2020-04-02,C,3.00,16.00,2.00,,,,,,,,,,,,
06,2020-04-02,D,1.00,4.00,1.00,,,,,,,,,,,,
06,2020-04-02,E,,1.00,,,,,,,,,,,,,
07,2020-04-02,0,,11.00,,,,5.00,6.00,,,,,,,,
07,2020-04-02,A,,,,,,,,,,,,,,,
07,2020-04-02,B,,5.00,,,,,,,,,,,,,
07,2020-04-02,C,,3.00,,,,,,,,,,,,,
07,2020-04-02,D,,,,,,,,,,,,,,,
07,2020-04-02,E,,3.00,,,,,,,,,,,,,
08,2020-04-02,0,,8.00,,,,6.00,2.00,,,,,,,,
08,2020-04-02,A,,,,,,,,,,,,,,,
08,2020-04-02,B,,4.00,,,,,,,,,,,,,
08,2020-04-02,C,,3.00,,,,,,,,,,,,,
08,2020-04-02,D,,,,,,,,,,,,,,,
08,2020-04-02,E,,1.00,,,,,,,,,,,,,
11,2020-04-02,0,1401.00,4291.00,527.00,699.00,702.00,2252.00,2038.00,306.00,221.00,288.00,1117.00,138.00,150.00,480.00,637.00
11,2020-04-02,A,8.00,466.00,2.00,,,,,,,14.00,156.00,,,,
11,2020-04-02,B,546.00,1723.00,89.00,,,,,,,118.00,425.00,,,,
11,2020-04-02,C,497.00,1166.00,173.00,,,,,,,86.00,237.00,,,,
11,2020-04-02,D,151.00,402.00,98.00,,,,,,,27.00,110.00,,,,
11,2020-04-02,E,199.00,534.00,165.00,,,,,,,40.00,183.00,,,,
24,2020-04-02,0,113.00,888.00,33.00,48.00,65.00,431.00,457.00,17.00,16.00,20.00,150.00,7.00,13.00,77.00,73.00
24,2020-04-02,A,1.00,117.00,,,,,,,,1.00,23.00,,,,
24,2020-04-02,B,39.00,262.00,3.00,,,,,,,14.00,67.00,,,,
24,2020-04-02,C,30.00,213.00,11.00,,,,,,,3.00,29.00,,,,
24,2020-04-02,D,11.00,97.00,5.00,,,,,,,,7.00,,,,
24,2020-04-02,E,32.00,199.00,14.00,,,,,,,2.00,24.00,,,,
27,2020-04-02,0,212.00,1034.00,91.00,86.00,126.00,528.00,505.00,44.00,47.00,29.00,179.00,13.00,16.00,83.00,96.00
27,2020-04-02,A,2.00,97.00,,,,,,,,2.00,26.00,,,,
27,2020-04-02,B,73.00,341.00,12.00,,,,,,,19.00,83.00,,,,
27,2020-04-02,C,67.00,274.00,20.00,,,,,,,6.00,45.00,,,,
27,2020-04-02,D,28.00,119.00,22.00,,,,,,,1.00,12.00,,,,
27,2020-04-02,E,42.00,203.00,37.00,,,,,,,1.00,13.00,,,,
28,2020-04-02,0,110.00,1115.00,41.00,33.00,77.00,548.00,567.00,14.00,27.00,45.00,243.00,10.00,35.00,89.00,154.00
28,2020-04-02,A,3.00,138.00,,,,,,,,7.00,48.00,,,,
28,2020-04-02,B,39.00,399.00,7.00,,,,,,,23.00,117.00,,,,
28,2020-04-02,C,30.00,265.00,11.00,,,,,,,10.00,40.00,,,,
28,2020-04-02,D,12.00,97.00,7.00,,,,,,,4.00,18.00,,,,
28,2020-04-02,E,26.00,216.00,16.00,,,,,,,1.00,20.00,,,,
32,2020-04-02,0,333.00,1812.00,106.00,148.00,185.00,888.00,924.00,54.00,52.00,74.00,478.00,30.00,44.00,225.00,253.00
32,2020-04-02,A,11.00,232.00,,,,,,,,6.00,84.00,,,,
32,2020-04-02,B,116.00,650.00,9.00,,,,,,,47.00,253.00,,,,
32,2020-04-02,C,96.00,446.00,29.00,,,,,,,19.00,92.00,,,,
32,2020-04-02,D,46.00,181.00,28.00,,,,,,,1.00,15.00,,,,
32,2020-04-02,E,64.00,303.00,40.00,,,,,,,,28.00,,,,
44,2020-04-02,0,423.00,1877.00,220.00,196.00,227.00,923.00,954.00,128.00,92.00,157.00,563.00,75.00,81.00,266.00,296.00
44,2020-04-02,A,3.00,243.00,,,,,,,,4.00,72.00,,,,
44,2020-04-02,B,112.00,542.00,9.00,,,,,,,90.00,270.00,,,,
44,2020-04-02,C,126.00,451.00,59.00,,,,,,,33.00,106.00,,,,
44,2020-04-02,D,76.00,246.00,62.00,,,,,,,17.00,46.00,,,,
44,2020-04-02,E,106.00,395.00,90.00,,,,,,,13.00,64.00,,,,
52,2020-04-02,0,159.00,1033.00,71.00,76.00,83.00,547.00,485.00,42.00,29.00,67.00,359.00,20.00,47.00,143.00,216.00
52,2020-04-02,A,6.00,143.00,2.00,,,,,,,13.00,53.00,,,,
52,2020-04-02,B,55.00,332.00,15.00,,,,,,,34.00,147.00,,,,
52,2020-04-02,C,42.00,246.00,15.00,,,,,,,11.00,72.00,,,,
52,2020-04-02,D,23.00,106.00,13.00,,,,,,,4.00,28.00,,,,
52,2020-04-02,E,32.00,205.00,26.00,,,,,,,5.00,59.00,,,,
53,2020-04-02,0,124.00,1003.00,39.00,36.00,88.00,492.00,511.00,12.00,27.00,16.00,216.00,6.00,10.00,84.00,132.00
53,2020-04-02,A,1.00,140.00,1.00,,,,,,,,20.00,,,,
53,2020-04-02,B,59.00,340.00,7.00,,,,,,,13.00,107.00,,,,
53,2020-04-02,C,32.00,207.00,7.00,,,,,,,2.00,43.00,,,,
53,2020-04-02,D,12.00,116.00,7.00,,,,,,,,21.00,,,,
53,2020-04-02,E,20.00,200.00,17.00,,,,,,,1.00,25.00,,,,
75,2020-04-02,0,257.00,1939.00,115.00,124.00,133.00,997.00,942.00,63.00,52.00,113.00,799.00,41.00,72.00,316.00,483.00
75,2020-04-02,A,4.00,202.00,3.00,,,,,,,5.00,111.00,,,,
75,2020-04-02,B,99.00,591.00,30.00,,,,,,,68.00,336.00,,,,
75,2020-04-02,C,72.00,464.00,20.00,,,,,,,34.00,198.00,,,,
75,2020-04-02,D,25.00,218.00,15.00,,,,,,,5.00,64.00,,,,
75,2020-04-02,E,57.00,464.00,47.00,,,,,,,1.00,90.00,,,,
76,2020-04-02,0,216.00,1991.00,109.00,93.00,123.00,980.00,1011.00,54.00,55.00,39.00,264.00,14.00,25.00,100.00,164.00
76,2020-04-02,A,9.00,201.00,3.00,,,,,,,1.00,48.00,,,,
